0,0,1,1073741824,4,196775556
0,0,1,1073741824,8,97388526
0,0,1,1073741824,16,47173861
0,0,1,1073741824,32,22287787
0,0,1,1073741824,64,1854855
0,0,1,1073741824,128,1112766
0,0,1,1073741824,256,699344
0,0,1,1073741824,512,534900
0,0,1,1073741824,1024,464921
0,0,1,1073741824,2048,467619
0,0,1,1073741824,4096,482710
0,0,1,1073741824,8192,474207
0,0,1,1073741824,16384,561683
0,0,1,1073741824,32768,549990
0,0,1,1073741824,65536,545286
0,0,1,1073741824,131072,538223
0,0,1,1073741824,262144,541429
0,0,1,1073741824,524288,466710
0,0,1,1073741824,1048576,407650
0,0,2,1073741824,4,94486793
0,0,2,1073741824,8,48724396
0,0,2,1073741824,16,23739451
0,0,2,1073741824,32,11133432
0,0,2,1073741824,64,951540
0,0,2,1073741824,128,572265
0,0,2,1073741824,256,359648
0,0,2,1073741824,512,289672
0,0,2,1073741824,1024,231249
0,0,2,1073741824,2048,241033
0,0,2,1073741824,4096,257181
0,0,2,1073741824,8192,257052
0,0,2,1073741824,16384,309147
0,0,2,1073741824,32768,312376
0,0,2,1073741824,65536,312530
0,0,2,1073741824,131072,310323
0,0,2,1073741824,262144,307147
0,0,2,1073741824,524288,263113
0,0,2,1073741824,1048576,238972
0,0,4,1073741824,4,48500091
0,0,4,1073741824,8,24734008
0,0,4,1073741824,16,12016727
0,0,4,1073741824,32,5571069
0,0,4,1073741824,64,492398
0,0,4,1073741824,128,304754
0,0,4,1073741824,256,212285
0,0,4,1073741824,512,176464
0,0,4,1073741824,1024,160328
0,0,4,1073741824,2048,159351
0,0,4,1073741824,4096,163842
0,0,4,1073741824,8192,168802
0,0,4,1073741824,16384,210275
0,0,4,1073741824,32768,207781
0,0,4,1073741824,65536,207589
0,0,4,1073741824,131072,209312
0,0,4,1073741824,262144,206719
0,0,4,1073741824,524288,180391
0,0,4,1073741824,1048576,151465
0,0,8,1073741824,4,25793676
0,0,8,1073741824,8,12805863
0,0,8,1073741824,16,6101508
0,0,8,1073741824,32,2792974
0,0,8,1073741824,64,266071
0,0,8,1073741824,128,178738
0,0,8,1073741824,256,146282
0,0,8,1073741824,512,131766
0,0,8,1073741824,1024,126173
0,0,8,1073741824,2048,124276
0,0,8,1073741824,4096,125135
0,0,8,1073741824,8192,126738
0,0,8,1073741824,16384,159753
0,0,8,1073741824,32768,160094
0,0,8,1073741824,65536,161098
0,0,8,1073741824,131072,160359
0,0,8,1073741824,262144,158995
0,0,8,1073741824,524288,144475
0,0,8,1073741824,1048576,126983
0,0,16,1073741824,4,13457430
0,0,16,1073741824,8,6655972
0,0,16,1073741824,16,3119932
0,0,16,1073741824,32,1392795
0,0,16,1073741824,64,154513
0,0,16,1073741824,128,128252
0,0,16,1073741824,256,122198
0,0,16,1073741824,512,120156
0,0,16,1073741824,1024,121090
0,0,16,1073741824,2048,122379
0,0,16,1073741824,4096,121116
0,0,16,1073741824,8192,122822
