0,0,1,1073741824,4,130786946
0,0,1,1073741824,8,61972214
0,0,1,1073741824,16,27613814
0,0,1,1073741824,32,10567023
0,0,1,1073741824,64,1891631
0,0,1,1073741824,128,1840825
0,0,1,1073741824,256,1731295
0,0,1,1073741824,512,1684227
0,0,1,1073741824,1024,1752827
0,0,1,1073741824,2048,1791795
0,0,1,1073741824,4096,1876312
0,0,1,1073741824,8192,1926298
0,0,1,1073741824,16384,1928243
0,0,1,1073741824,32768,1920583
0,0,1,1073741824,65536,1928065
0,0,1,1073741824,131072,1870105
0,0,1,1073741824,262144,1906582
0,0,1,1073741824,524288,1837853
0,0,1,1073741824,1048576,1534194
0,0,1,1073741824,2097152,1428225
0,0,2,1073741824,4,67030652
0,0,2,1073741824,8,31915028
0,0,2,1073741824,16,14181580
0,0,2,1073741824,32,5439130
0,0,2,1073741824,64,953763
0,0,2,1073741824,128,924195
0,0,2,1073741824,256,879818
0,0,2,1073741824,512,868319
0,0,2,1073741824,1024,891571
0,0,2,1073741824,2048,908958
0,0,2,1073741824,4096,941486
0,0,2,1073741824,8192,958864
0,0,2,1073741824,16384,964982
0,0,2,1073741824,32768,961517
0,0,2,1073741824,65536,950327
0,0,2,1073741824,131072,954642
0,0,2,1073741824,262144,964432
0,0,2,1073741824,524288,926541
0,0,2,1073741824,1048576,820531
0,0,4,1073741824,4,34916840
0,0,4,1073741824,8,16396409
0,0,4,1073741824,16,7302527
0,0,4,1073741824,32,2786663
0,0,4,1073741824,64,483836
0,0,4,1073741824,128,464549
0,0,4,1073741824,256,441104
0,0,4,1073741824,512,435103
0,0,4,1073741824,1024,440157
0,0,4,1073741824,2048,456903
0,0,4,1073741824,4096,477170
0,0,4,1073741824,8192,484705
0,0,4,1073741824,16384,490540
0,0,4,1073741824,32768,488814
0,0,4,1073741824,65536,484303
0,0,4,1073741824,131072,483947
0,0,4,1073741824,262144,483695
0,0,4,1073741824,524288,469936
0,0,4,1073741824,1048576,423483
0,0,8,1073741824,4,18656786
0,0,8,1073741824,8,8644769
0,0,8,1073741824,16,3831932
0,0,8,1073741824,32,1470155
0,0,8,1073741824,64,244538
0,0,8,1073741824,128,234554
0,0,8,1073741824,256,221839
0,0,8,1073741824,512,215343
